,label
11759,0
11760,1
11761,0
11762,0
11763,0
11764,0
11765,1
11766,0
11767,0
11768,0
11769,1
11770,1
11771,0
11772,1
11773,1
11774,0
11775,1
11776,0
11777,1
11778,1
11779,0
11780,1
11781,0
11782,0
11783,0
11784,0
11785,1
11786,0
11787,1
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,1
11795,0
11796,0
11797,0
11798,1
11799,0
11800,0
11801,0
11802,1
11803,0
11804,0
11805,1
11806,0
11807,1
11808,0
11809,0
11810,0
11811,0
11812,0
11813,0
11814,0
11815,0
11816,1
11817,0
11818,0
11819,0
11820,0
11821,0
11822,0
11823,0
11824,0
11825,0
11826,1
11827,0
11828,0
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,0
11845,0
11846,0
11847,0
11848,0
11849,0
11850,1
11851,0
11852,1
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,0
11860,1
11861,0
11862,0
11863,0
11864,0
11865,0
11866,0
11867,0
11868,0
11869,1
11870,1
11871,0
11872,1
11873,1
11874,1
11875,1
11876,0
11877,0
11878,0
11879,1
11880,0
11881,0
11882,0
11883,0
11884,0
11885,0
11886,1
11887,1
11888,0
11889,0
11890,0
11891,1
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,0
11905,1
11906,1
11907,0
11908,0
11909,1
11910,1
11911,0
11912,0
11913,0
11914,0
11915,0
11916,0
11917,0
11918,1
11919,0
11920,0
11921,0
11922,0
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,1
11930,1
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,1
11941,0
11942,0
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,0
11950,0
11951,1
11952,0
11953,0
11954,1
11955,0
11956,0
11957,0
11958,1
11959,0
11960,1
11961,0
11962,0
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,0
11970,0
11971,1
11972,0
11973,1
11974,0
11975,0
11976,0
11977,0
11978,0
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,1
11987,1
11988,0
11989,1
11990,0
11991,0
11992,0
11993,1
11994,0
11995,0
11996,0
11997,0
11998,0
11999,0
12000,0
12001,0
12002,0
12003,0
12004,0
12005,0
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,1
12013,0
12014,0
12015,1
12016,1
12017,0
12018,0
12019,1
12020,1
12021,0
12022,0
12023,0
12024,0
12025,1
12026,1
12027,1
12028,0
12029,1
12030,0
12031,0
12032,1
12033,0
12034,0
12035,0
12036,1
12037,0
12038,0
12039,0
12040,0
12041,1
12042,1
12043,0
12044,0
12045,0
12046,0
12047,0
12048,0
12049,1
12050,1
12051,0
12052,0
12053,0
12054,0
12055,1
12056,1
12057,1
12058,0
12059,0
12060,0
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,1
12068,0
12069,1
12070,0
12071,0
12072,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,0
12079,1
12080,1
12081,1
12082,0
12083,0
12084,0
12085,0
12086,0
12087,0
12088,0
12089,0
12090,0
12091,1
12092,0
12093,0
12094,0
12095,0
12096,1
12097,1
12098,1
12099,1
12100,0
12101,1
12102,0
12103,0
12104,0
12105,0
12106,0
12107,0
12108,1
12109,0
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,0
12117,1
12118,0
12119,1
12120,0
12121,0
12122,0
12123,1
12124,0
12125,0
12126,1
12127,0
12128,0
12129,0
12130,0
12131,1
12132,1
12133,0
12134,0
12135,1
12136,0
12137,0
12138,1
12139,0
12140,1
12141,0
12142,0
12143,1
12144,0
12145,0
12146,0
12147,1
12148,1
12149,0
12150,0
12151,0
12152,0
12153,0
12154,1
12155,0
12156,1
12157,1
12158,1
12159,0
12160,0
12161,0
12162,1
12163,0
12164,0
12165,0
12166,0
12167,0
12168,0
12169,1
12170,1
12171,1
12172,0
12173,1
12174,0
12175,1
12176,0
12177,0
12178,0
12179,1
12180,1
12181,1
12182,0
12183,0
12184,1
12185,0
12186,1
12187,1
12188,0
12189,0
12190,0
12191,1
12192,0
12193,0
12194,1
12195,0
12196,0
12197,1
12198,0
12199,0
12200,0
12201,0
12202,0
12203,0
12204,0
12205,0
12206,0
12207,0
12208,0
12209,1
12210,0
12211,0
12212,1
12213,0
12214,0
12215,0
12216,0
12217,0
12218,0
12219,0
12220,0
12221,0
12222,0
12223,1
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,1
12236,0
12237,0
12238,1
12239,1
12240,0
12241,1
12242,0
12243,0
12244,0
12245,0
12246,0
12247,0
12248,0
12249,0
12250,0
12251,1
12252,0
12253,0
12254,0
12255,0
12256,0
12257,1
12258,1
12259,0
12260,1
12261,0
12262,0
12263,0
12264,0
12265,0
12266,1
12267,0
12268,0
12269,0
12270,0
12271,0
12272,0
12273,1
12274,0
12275,0
12276,0
12277,0
12278,0
12279,1
12280,0
12281,1
12282,0
12283,0
12284,1
12285,0
12286,0
12287,0
12288,0
12289,0
12290,0
12291,0
12292,0
12293,0
12294,0
12295,1
12296,0
12297,0
12298,1
12299,1
12300,0
12301,0
12302,1
12303,0
12304,0
12305,0
12306,0
12307,0
12308,0
12309,0
12310,1
12311,0
12312,1
12313,0
12314,0
12315,0
12316,0
12317,0
12318,1
12319,0
12320,0
12321,0
12322,0
12323,0
12324,0
12325,1
12326,0
12327,0
12328,1
12329,0
12330,0
12331,0
12332,0
12333,1
12334,1
12335,0
12336,1
12337,0
12338,1
12339,0
12340,0
12341,1
12342,0
12343,1
12344,0
12345,0
12346,0
12347,0
12348,0
12349,0
12350,1
12351,0
12352,1
12353,0
12354,0
12355,0
12356,0
12357,0
12358,0
12359,0
12360,1
12361,0
12362,0
12363,0
12364,1
12365,1
12366,0
12367,0
12368,0
12369,0
12370,0
12371,0
12372,0
12373,0
12374,0
12375,0
12376,0
12377,1
12378,1
12379,1
12380,1
12381,0
12382,0
12383,0
12384,0
12385,1
12386,0
12387,1
12388,1
12389,1
12390,0
12391,0
12392,0
12393,0
12394,0
12395,0
12396,0
12397,1
12398,1
12399,0
12400,0
12401,0
12402,1
12403,1
12404,0
12405,0
12406,0
12407,0
12408,0
12409,0
12410,0
12411,0
12412,0
12413,0
12414,1
12415,0
12416,0
12417,1
12418,0
12419,0
12420,0
12421,0
12422,0
12423,0
12424,0
12425,1
12426,0
12427,1
12428,0
12429,0
12430,0
12431,1
12432,0
12433,0
12434,0
12435,0
12436,0
12437,1
12438,0
12439,0
12440,1
12441,0
12442,0
12443,0
12444,0
12445,0
12446,1
12447,0
12448,0
12449,0
12450,0
12451,0
12452,0
12453,1
12454,0
12455,0
12456,0
12457,1
12458,1
12459,0
12460,0
12461,0
12462,0
12463,0
12464,0
12465,0
12466,0
12467,0
12468,0
12469,0
12470,0
12471,0
12472,0
12473,1
12474,1
12475,0
12476,0
12477,0
12478,0
12479,1
12480,0
12481,1
12482,0
12483,1
12484,1
12485,0
12486,1
12487,0
12488,0
12489,0
12490,0
12491,0
12492,0
12493,0
12494,0
12495,0
12496,0
12497,1
12498,1
12499,0
12500,1
12501,0
12502,1
12503,0
12504,1
12505,0
12506,0
12507,0
12508,1
12509,0
12510,0
12511,0
12512,0
12513,0
12514,1
12515,0
12516,1
12517,0
12518,0
12519,0
12520,0
12521,0
12522,0
12523,0
12524,1
12525,1
12526,1
12527,0
12528,1
12529,1
12530,0
12531,0
12532,1
12533,0
12534,1
12535,0
12536,0
12537,0
12538,1
12539,1
12540,0
12541,0
12542,0
12543,0
12544,0
12545,0
12546,0
12547,1
12548,0
12549,0
12550,1
12551,1
12552,0
12553,0
12554,0
12555,0
12556,0
12557,1
12558,0
12559,0
12560,1
12561,0
12562,0
12563,1
12564,0
12565,0
12566,0
12567,1
12568,0
12569,0
12570,0
12571,0
12572,0
12573,1
12574,0
12575,0
12576,0
12577,0
12578,0
12579,0
12580,0
12581,0
12582,0
12583,1
12584,1
12585,1
12586,0
12587,1
12588,0
12589,0
12590,1
12591,1
12592,0
12593,1
12594,0
12595,0
12596,0
12597,0
12598,1
12599,0
12600,1
12601,0
12602,1
12603,0
12604,0
12605,0
12606,0
12607,0
12608,1
12609,0
12610,0
12611,1
12612,0
12613,0
12614,1
12615,0
12616,0
12617,1
12618,0
12619,0
12620,0
12621,0
12622,0
12623,0
12624,0
12625,1
12626,0
12627,0
12628,0
12629,1
12630,1
12631,0
12632,0
12633,0
12634,0
12635,0
12636,0
12637,0
12638,1
12639,1
12640,1
12641,0
12642,0
12643,0
12644,0
12645,0
12646,0
12647,1
12648,0
12649,0
12650,1
12651,0
12652,0
12653,0
12654,0
12655,1
12656,1
12657,1
12658,0
12659,0
12660,0
12661,0
12662,1
12663,0
12664,0
12665,1
12666,0
12667,1
12668,0
12669,1
12670,0
12671,1
12672,0
12673,0
12674,0
12675,0
12676,0
12677,1
12678,1
12679,0
12680,0
12681,0
12682,1
12683,0
12684,0
12685,0
12686,1
12687,1
12688,0
12689,0
12690,0
12691,0
12692,0
12693,0
12694,1
12695,0
12696,0
12697,0
12698,1
12699,0
12700,0
12701,0
12702,1
12703,0
12704,1
12705,1
12706,0
12707,1
12708,0
12709,0
12710,0
12711,0
12712,1
12713,0
12714,0
12715,0
12716,1
12717,1
12718,0
12719,1
12720,0
12721,1
12722,1
12723,1
12724,0
12725,1
12726,0
12727,1
12728,0
12729,0
12730,0
12731,0
12732,0
12733,0
12734,0
12735,0
12736,0
12737,0
12738,0
12739,0
12740,0
12741,0
12742,0
12743,0
12744,1
12745,1
12746,0
12747,1
12748,0
12749,1
12750,1
12751,0
12752,0
12753,0
12754,1
12755,1
12756,0
12757,1
12758,0
12759,0
12760,1
12761,0
12762,0
12763,0
12764,1
12765,0
12766,1
12767,0
12768,1
12769,0
12770,0
12771,1
12772,0
12773,0
12774,0
12775,0
12776,1
12777,0
12778,1
12779,0
12780,0
12781,1
12782,0
12783,1
12784,0
12785,0
12786,1
12787,1
12788,0
12789,1
12790,1
12791,0
12792,0
12793,0
12794,0
12795,1
12796,0
12797,1
12798,1
12799,0
12800,1
12801,0
12802,0
12803,0
12804,0
12805,0
12806,0
12807,1
12808,1
12809,1
12810,1
12811,1
12812,1
12813,0
12814,0
12815,0
12816,1
12817,0
12818,0
12819,0
12820,1
12821,0
12822,0
12823,1
12824,0
12825,1
12826,1
12827,0
12828,0
12829,0
12830,0
12831,1
12832,0
12833,1
12834,0
12835,0
12836,0
12837,1
12838,0
12839,0
12840,1
12841,0
12842,0
12843,0
12844,1
12845,0
12846,1
12847,1
12848,0
12849,0
12850,1
12851,1
12852,1
12853,0
12854,0
12855,0
12856,0
12857,0
12858,0
12859,0
12860,0
12861,0
12862,0
12863,1
12864,0
12865,1
12866,0
12867,0
12868,1
12869,0
12870,0
12871,0
12872,0
12873,0
12874,0
12875,0
12876,1
12877,0
12878,1
12879,0
12880,0
12881,0
12882,1
12883,0
12884,0
12885,0
12886,0
12887,0
12888,1
12889,1
12890,0
12891,0
12892,0
12893,0
12894,1
12895,0
12896,0
12897,0
12898,1
12899,1
12900,0
12901,0
12902,0
12903,0
12904,1
12905,0
12906,0
12907,0
12908,0
12909,0
12910,1
12911,1
12912,0
12913,0
12914,0
12915,0
12916,0
12917,0
12918,0
12919,0
12920,0
12921,0
12922,0
12923,0
12924,1
12925,0
12926,0
12927,0
12928,0
12929,0
12930,0
12931,0
12932,0
12933,0
12934,0
12935,0
12936,1
12937,1
12938,0
12939,0
12940,0
12941,0
12942,0
12943,0
12944,0
12945,0
12946,0
12947,0
12948,1
12949,0
12950,0
12951,0
12952,1
12953,0
12954,0
12955,0
12956,0
12957,0
12958,1
12959,0
12960,1
12961,1
12962,0
12963,1
12964,0
12965,0
12966,0
12967,0
12968,0
12969,0
12970,0
12971,0
12972,0
12973,0
12974,1
12975,0
12976,0
12977,0
12978,0
12979,1
12980,1
12981,0
12982,0
12983,0
12984,0
12985,0
12986,0
12987,0
12988,0
12989,0
12990,0
12991,0
12992,0
12993,1
12994,0
12995,0
12996,1
12997,0
12998,1
12999,1
13000,0
13001,0
13002,0
13003,0
13004,1
13005,0
13006,1
13007,0
13008,0
13009,0
13010,1
13011,0
13012,1
13013,0
13014,0
13015,0
13016,0
13017,0
13018,0
13019,1
13020,0
13021,1
13022,0
13023,0
13024,1
13025,0
13026,1
13027,0
13028,0
13029,1
13030,1
13031,0
13032,0
13033,0
13034,0
13035,0
13036,0
13037,0
13038,0
13039,1
13040,0
13041,1
13042,0
13043,1
13044,1
13045,0
13046,0
13047,0
13048,0
13049,0
13050,1
13051,1
13052,0
13053,0
13054,0
13055,0
13056,0
13057,1
13058,0
13059,0
13060,0
13061,1
13062,1
13063,0
13064,1
13065,0
13066,1
13067,1
13068,1
13069,0
13070,0
13071,0
13072,1
13073,1
13074,0
13075,1
13076,1
13077,0
13078,0
13079,0
13080,0
13081,0
13082,1
13083,0
13084,0
13085,1
13086,0
13087,1
13088,0
13089,0
13090,0
13091,1
13092,0
13093,0
13094,1
13095,0
13096,0
13097,0
13098,0
13099,0
13100,0
13101,0
13102,1
13103,0
13104,0
13105,0
13106,1
13107,0
13108,1
13109,0
13110,0
13111,1
13112,0
13113,0
13114,0
13115,1
13116,0
13117,1
13118,1
13119,0
13120,0
13121,1
13122,0
13123,0
13124,0
13125,0
13126,0
13127,0
13128,1
13129,0
13130,0
13131,0
13132,1
13133,0
13134,0
13135,0
13136,0
13137,0
13138,1
13139,1
13140,0
13141,1
13142,1
13143,0
13144,0
13145,1
13146,1
13147,0
13148,1
13149,1
13150,1
13151,0
13152,0
13153,1
13154,0
13155,1
13156,0
13157,1
13158,1
13159,0
13160,1
13161,0
13162,0
13163,0
13164,0
13165,0
13166,0
13167,1
13168,0
13169,1
13170,0
13171,0
13172,0
13173,0
13174,0
13175,1
13176,1
13177,0
13178,0
13179,1
13180,0
13181,0
13182,0
13183,0
13184,1
13185,0
13186,1
13187,0
13188,0
13189,0
13190,0
13191,0
13192,1
13193,0
13194,1
13195,0
13196,0
13197,0
13198,0
13199,1
13200,0
13201,0
13202,0
13203,0
13204,0
13205,0
13206,0
13207,1
13208,0
13209,1
13210,1
13211,0
13212,0
13213,0
13214,0
13215,0
13216,0
13217,1
13218,0
13219,0
13220,0
13221,0
13222,0
13223,0
13224,0
13225,1
13226,0
13227,1
13228,1
13229,0
13230,0
13231,1
13232,0
13233,0
13234,0
13235,0
13236,1
13237,0
13238,0
13239,1
13240,0
13241,0
13242,1
13243,0
13244,0
13245,0
13246,0
13247,0
13248,0
13249,0
13250,0
13251,0
13252,0
13253,0
13254,1
13255,0
13256,1
13257,0
13258,0
13259,0
13260,0
13261,0
13262,1
13263,0
13264,1
13265,1
13266,0
13267,0
13268,0
13269,0
13270,0
13271,0
13272,0
13273,0
13274,1
13275,0
13276,0
13277,0
13278,0
13279,0
13280,0
13281,1
13282,0
13283,0
13284,0
13285,0
13286,0
13287,0
13288,0
13289,0
13290,0
13291,1
13292,1
13293,0
13294,0
13295,0
13296,0
13297,0
13298,1
13299,0
13300,1
13301,0
13302,0
13303,1
13304,0
13305,0
13306,0
13307,0
13308,1
13309,0
13310,0
13311,1
13312,0
13313,0
13314,0
13315,1
13316,0
13317,0
13318,0
13319,0
13320,0
13321,0
13322,0
13323,0
13324,0
13325,0
13326,0
13327,0
13328,0
13329,0
13330,1
13331,0
13332,0
13333,0
13334,0
13335,1
13336,0
13337,0
13338,1
13339,0
13340,1
13341,0
13342,0
13343,0
13344,0
13345,0
13346,0
13347,0
13348,0
13349,1
13350,0
13351,0
13352,0
13353,1
13354,1
13355,0
13356,0
13357,1
13358,1
13359,1
13360,0
13361,0
13362,0
13363,1
13364,1
13365,1
13366,0
13367,1
13368,1
13369,0
13370,0
13371,0
13372,1
13373,1
13374,0
13375,0
13376,1
13377,0
13378,1
13379,0
13380,0
13381,0
13382,0
13383,0
13384,1
13385,1
13386,0
13387,0
13388,0
13389,1
13390,0
13391,1
13392,0
13393,0
13394,0
13395,0
13396,0
13397,0
13398,0
13399,0
13400,0
13401,0
13402,0
13403,0
13404,0
13405,0
13406,0
13407,0
13408,0
13409,0
13410,0
13411,0
13412,1
13413,0
13414,1
13415,0
13416,0
13417,0
13418,0
13419,1
13420,1
13421,0
13422,1
13423,0
13424,0
13425,0
13426,0
13427,0
13428,0
13429,0
13430,1
13431,1
13432,0
13433,0
13434,1
13435,1
13436,0
13437,0
13438,0
13439,1
13440,0
13441,0
13442,0
13443,1
13444,0
13445,1
13446,0
13447,0
13448,0
13449,0
13450,0
13451,0
13452,0
13453,0
13454,1
13455,0
13456,1
13457,0
13458,1
13459,0
13460,0
13461,0
13462,0
13463,0
13464,0
13465,0
13466,0
13467,0
13468,0
13469,0
13470,0
13471,1
13472,0
13473,0
13474,1
13475,0
13476,0
13477,0
13478,0
13479,0
13480,0
13481,0
13482,0
13483,0
13484,0
13485,0
13486,0
13487,0
13488,0
13489,1
13490,0
13491,0
13492,0
13493,1
13494,0
13495,0
13496,0
13497,0
13498,0
13499,0
13500,0
13501,0
13502,0
13503,0
13504,1
13505,0
13506,0
13507,0
13508,0
13509,0
13510,1
13511,1
13512,0
13513,1
13514,1
13515,0
13516,0
13517,1
13518,1
13519,0
13520,0
13521,0
13522,0
13523,0
13524,1
13525,1
13526,0
13527,0
13528,0
13529,0
13530,0
13531,0
13532,0
13533,0
13534,0
13535,0
13536,1
13537,1
13538,0
13539,0
13540,0
13541,1
13542,0
13543,0
13544,0
13545,0
13546,0
13547,0
13548,0
13549,0
13550,0
13551,1
13552,0
13553,0
13554,0
13555,1
13556,0
13557,1
13558,0
13559,0
13560,0
13561,0
13562,1
13563,1
13564,1
13565,0
13566,0
13567,1
13568,1
13569,0
13570,1
13571,0
13572,0
13573,0
13574,0
13575,1
13576,1
13577,0
13578,0
13579,1
13580,0
13581,0
13582,0
13583,1
13584,0
13585,1
13586,1
13587,1
13588,0
13589,0
13590,0
13591,0
13592,1
13593,0
13594,0
13595,0
13596,0
13597,0
13598,1
13599,0
13600,0
13601,0
13602,0
13603,0
13604,1
13605,0
13606,0
13607,0
13608,0
13609,0
13610,0
13611,1
13612,0
13613,0
13614,1
13615,0
13616,1
13617,0
13618,0
13619,0
13620,0
13621,0
13622,1
13623,1
13624,0
13625,0
13626,0
13627,1
13628,0
13629,0
13630,0
13631,0
13632,0
13633,1
13634,0
13635,0
13636,0
13637,0
13638,0
13639,0
13640,0
13641,0
13642,0
13643,1
13644,1
13645,1
13646,0
13647,0
13648,0
13649,0
13650,1
13651,1
13652,1
13653,1
13654,0
13655,0
13656,0
13657,1
13658,1
13659,0
13660,1
13661,1
13662,0
13663,0
13664,1
13665,0
13666,0
13667,0
13668,0
13669,0
13670,0
13671,0
13672,0
13673,0
13674,1
13675,0
13676,0
13677,0
13678,1
13679,0
13680,0
13681,0
13682,1
13683,0
13684,0
13685,0
13686,0
13687,1
13688,0
13689,0
13690,0
13691,0
13692,1
13693,0
13694,0
13695,0
13696,1
13697,0
13698,1
13699,0
13700,0
13701,0
13702,1
13703,1
13704,0
13705,0
13706,0
13707,1
13708,1
13709,0
13710,0
13711,0
13712,1
13713,0
13714,1
13715,0
13716,0
13717,1
13718,1
13719,1
13720,1
13721,1
13722,0
13723,0
13724,0
13725,0
13726,1
13727,1
13728,0
13729,0
13730,1
13731,0
13732,0
13733,0
13734,1
13735,0
13736,0
13737,0
13738,0
13739,0
13740,1
13741,0
13742,0
13743,0
13744,0
13745,0
13746,0
13747,0
13748,1
13749,0
13750,0
13751,0
13752,0
13753,0
13754,0
13755,0
13756,0
13757,0
13758,0
13759,0
13760,0
13761,1
13762,1
13763,0
13764,1
13765,0
13766,0
13767,1
13768,0
13769,0
13770,0
13771,1
13772,0
13773,1
13774,0
13775,0
13776,1
13777,1
13778,1
13779,0
13780,0
13781,0
13782,0
13783,0
13784,0
13785,0
13786,0
13787,0
13788,1
13789,1
13790,0
13791,0
13792,1
13793,1
13794,0
13795,1
13796,0
13797,0
13798,0
13799,0
13800,0
13801,1
13802,0
13803,1
13804,0
13805,0
13806,0
13807,0
13808,0
13809,0
13810,1
13811,1
13812,0
13813,0
13814,0
13815,1
13816,0
13817,0
13818,0
13819,0
13820,0
13821,1
13822,0
13823,0
13824,0
13825,0
13826,0
13827,1
13828,0
13829,1
13830,1
13831,0
13832,0
13833,0
13834,0
13835,0
13836,0
13837,1
13838,0
13839,0
13840,0
13841,0
13842,0
13843,0
13844,0
13845,0
13846,0
13847,1
13848,0
13849,0
13850,0
13851,1
13852,1
13853,1
13854,0
13855,0
13856,0
13857,0
13858,1
13859,0
13860,0
13861,0
13862,0
13863,0
13864,0
13865,0
13866,1
13867,0
13868,0
13869,1
13870,0
13871,0
13872,1
13873,1
13874,0
13875,0
13876,0
13877,1
13878,0
13879,1
13880,0
13881,0
13882,0
13883,1
13884,0
13885,0
13886,0
13887,1
13888,1
13889,0
13890,1
13891,0
13892,1
13893,0
13894,0
13895,1
13896,0
13897,0
13898,0
13899,1
13900,0
13901,0
13902,0
13903,0
13904,1
13905,0
13906,0
13907,1
13908,1
13909,1
13910,1
13911,0
13912,0
13913,0
13914,1
13915,1
13916,0
13917,0
13918,1
13919,0
13920,0
13921,1
13922,0
13923,1
13924,0
13925,0
13926,1
13927,0
13928,0
13929,1
13930,0
13931,1
13932,0
13933,0
13934,0
13935,0
13936,0
13937,0
13938,0
13939,0
13940,0
13941,0
13942,0
13943,1
13944,0
13945,0
13946,0
13947,0
13948,1
13949,0
13950,1
13951,0
13952,0
13953,0
13954,1
13955,0
13956,0
13957,0
13958,1
13959,0
13960,0
13961,0
13962,0
13963,0
13964,0
13965,0
13966,0
13967,0
13968,1
13969,0
13970,0
13971,0
13972,0
13973,0
13974,0
13975,0
13976,0
13977,0
13978,1
13979,0
13980,1
13981,1
13982,0
13983,0
13984,0
13985,0
13986,0
13987,0
13988,1
13989,1
13990,0
13991,1
13992,0
13993,0
13994,0
13995,1
13996,1
13997,0
13998,0
13999,1
14000,0
14001,0
14002,1
14003,0
14004,0
14005,1
14006,0
14007,0
14008,1
14009,0
14010,0
14011,1
14012,0
14013,0
14014,0
14015,0
14016,0
14017,0
14018,1
14019,0
14020,0
14021,0
14022,0
14023,1
14024,0
14025,0
14026,0
14027,0
14028,1
14029,0
14030,1
14031,0
14032,0
14033,1
14034,1
14035,1
14036,0
14037,0
14038,0
14039,1
14040,0
14041,0
14042,0
14043,0
14044,0
14045,0
14046,1
14047,0
14048,0
14049,0
14050,1
14051,1
14052,0
14053,0
14054,0
14055,0
14056,0
14057,0
14058,0
14059,0
14060,0
14061,0
14062,1
14063,0
14064,0
14065,0
14066,0
14067,0
14068,0
14069,0
14070,1
14071,1
14072,1
14073,0
14074,0
14075,1
14076,1
14077,0
14078,0
14079,0
14080,0
14081,0
14082,0
14083,1
14084,0
14085,0
14086,0
14087,0
14088,1
14089,1
14090,0
14091,1
14092,1
14093,1
14094,0
14095,1
14096,0
14097,0
14098,0
14099,0
14100,0
14101,0
14102,0
14103,0
14104,0
14105,0
14106,0
14107,0
14108,0
14109,0
14110,0
14111,0
14112,0
14113,1
14114,0
14115,0
14116,1
14117,0
14118,0
14119,1
14120,0
14121,0
14122,0
14123,0
14124,1
14125,0
14126,1
14127,1
14128,0
14129,1
14130,0
14131,1
14132,0
14133,0
14134,1
14135,1
14136,0
14137,1
14138,1
14139,0
14140,0
14141,0
14142,1
14143,0
14144,1
14145,0
14146,1
14147,0
14148,0
14149,0
14150,1
14151,1
14152,0
14153,0
14154,0
14155,0
14156,0
14157,1
14158,1
14159,0
14160,0
14161,0
14162,0
14163,0
14164,0
14165,0
14166,0
14167,0
14168,0
14169,0
14170,1
14171,1
14172,1
14173,0
14174,0
14175,1
14176,1
14177,0
14178,0
14179,0
14180,1
14181,0
14182,1
14183,1
14184,0
14185,0
14186,0
14187,0
14188,1
14189,1
14190,0
14191,0
14192,0
14193,0
14194,1
14195,0
14196,0
14197,0
14198,0
14199,1
14200,0
14201,1
14202,0
14203,0
14204,1
14205,1
14206,1
14207,0
14208,0
14209,0
14210,1
14211,0
14212,0
14213,1
14214,0
14215,0
14216,0
14217,0
14218,1
14219,1
14220,0
14221,0
14222,0
14223,1
14224,0
14225,0
14226,0
14227,0
14228,0
14229,1
14230,0
14231,0
14232,0
14233,0
14234,1
14235,0
14236,0
14237,1
14238,0
14239,0
14240,1
14241,1
14242,1
14243,1
14244,0
14245,0
14246,0
14247,0
14248,0
14249,0
14250,0
14251,1
14252,0
14253,0
14254,1
14255,0
14256,0
14257,0
14258,1
14259,1
14260,0
14261,0
14262,0
14263,1
14264,0
14265,0
14266,0
14267,0
14268,0
14269,0
14270,0
14271,1
14272,0
14273,0
14274,0
14275,0
14276,0
14277,1
14278,0
14279,0
14280,0
14281,0
14282,0
14283,0
14284,0
14285,0
14286,0
14287,0
14288,0
14289,0
14290,0
14291,0
14292,1
14293,0
14294,0
14295,0
14296,0
14297,1
14298,1
14299,0
14300,1
14301,0
14302,1
14303,0
14304,0
14305,0
14306,0
14307,1
14308,0
14309,0
14310,0
14311,0
14312,0
14313,1
14314,0
14315,0
14316,1
14317,0
14318,0
14319,0
14320,0
14321,1
14322,0
14323,1
14324,0
14325,0
14326,1
14327,1
14328,0
14329,0
14330,0
14331,0
14332,1
14333,0
14334,1
14335,0
14336,1
14337,1
14338,0
14339,0
14340,0
14341,1
14342,0
14343,0
14344,1
14345,0
14346,0
14347,1
14348,0
14349,0
14350,1
14351,0
14352,0
14353,0
14354,1
14355,0
14356,1
14357,0
14358,0
14359,0
14360,1
14361,0
14362,0
14363,0
14364,1
14365,0
14366,1
14367,0
14368,1
14369,0
14370,0
14371,0
14372,0
14373,0
14374,0
14375,0
14376,0
14377,0
14378,0
14379,1
14380,1
14381,0
14382,0
14383,0
14384,0
14385,1
14386,1
14387,0
14388,0
14389,0
14390,1
14391,0
14392,0
14393,0
14394,0
14395,1
14396,1
14397,0
14398,1
14399,1
14400,1
14401,0
14402,0
14403,1
14404,1
14405,1
14406,0
14407,0
14408,1
14409,0
14410,0
14411,0
14412,0
14413,0
14414,0
14415,0
14416,0
14417,1
14418,0
14419,0
14420,0
14421,0
14422,0
14423,0
14424,0
14425,1
14426,0
14427,0
14428,0
14429,1
14430,1
14431,1
14432,0
14433,1
14434,0
14435,0
14436,1
14437,0
14438,0
14439,0
14440,0
14441,1
14442,1
14443,0
14444,0
14445,1
14446,0
14447,0
14448,0
14449,1
14450,0
14451,1
14452,0
14453,0
14454,0
14455,0
14456,0
14457,1
14458,1
14459,0
14460,1
14461,0
14462,0
14463,0
14464,0
14465,0
14466,0
14467,0
14468,0
14469,0
14470,0
14471,1
14472,0
14473,0
14474,0
14475,0
14476,0
14477,0
14478,0
14479,0
14480,0
14481,0
14482,0
14483,0
14484,1
14485,0
14486,1
14487,0
14488,0
14489,0
14490,0
14491,0
14492,1
14493,0
14494,0
14495,0
14496,0
14497,0
14498,1
14499,1
14500,0
14501,0
14502,1
14503,0
14504,0
14505,0
14506,0
14507,1
14508,0
14509,0
14510,0
14511,0
14512,1
14513,1
14514,1
14515,1
14516,0
14517,0
14518,1
14519,1
14520,0
14521,0
14522,0
14523,0
14524,0
14525,0
14526,0
14527,1
14528,1
14529,1
14530,1
14531,0
14532,0
14533,1
14534,0
14535,0
14536,0
14537,1
14538,0
14539,0
14540,1
14541,0
14542,0
14543,0
14544,0
14545,0
14546,0
14547,0
14548,0
14549,1
14550,0
14551,0
14552,0
14553,1
14554,0
14555,1
14556,0
14557,0
